userid,art_galleries,dance_clubs,juice_bars,restaurants,museums,resorts,parks_picnic_spots,beaches,theaters,religious_institutions,location
681,1.02,1.04,0.24,0.65,0.46,1.88,3.18,2.88,1.15,2.86,Amsterdam_De_Tuinen_Van_Wes
682,0.96,1.16,0.45,0.29,0.98,1.42,3.18,2.94,2.02,3.02,Amsterdam_Amsterdam_Panther
683,0.83,0.96,1.47,0.5,1.46,2.02,3.18,2.94,1.22,2.5,Amsterdam_Jachthaven_ijbur
684,0.96,1.96,0.26,0.51,0.82,1.34,3.18,3.02,1.89,2.72,Amsterdam_Joosbanckerweg_18
685,0.86,1.84,1.78,0.61,1.18,2.36,3.19,2.82,2.14,2.5,Amsterdam_sdorperpold
686,0.9,1,2.06,0.62,0.9,2.52,3.19,2.89,1.38,2.4,Amsterdam_Nysas_uitlaatple
687,0.77,1.36,0.75,0.46,1.14,2.14,3.18,2.85,1.89,2.82,Amsterdam_Jachthaven_ijbur
688,1.02,1.4,0.22,0.57,0.22,2.18,3.18,2.88,1.34,2.86,Amsterdam_De_Boterbloe
689,0.9,1.68,0.29,0.35,0.8,1.24,3.18,2.74,1.25,3.04,Amsterdam_Biljartcentrum_Osdor
690,0.7,1.28,0.94,0.62,1.06,2.02,3.18,2.85,1.82,2.88,Amsterdam_Biljartcentrum_Osdor
691,0.83,0.72,0.22,0.39,0.48,1.8,3.18,2.95,1.12,2.72,Amsterdam_S.V._Eendrach
692,0.77,1.48,0.98,0.31,1.02,1.5,3.17,2.83,1.09,3.3,Amsterdam_Surfschool_ijbur
693,0.93,1.28,0.22,0.25,0.46,0.62,3.17,2.98,1.12,3.06,Amsterdam_Joosbanckerweg_18
694,0.77,1.88,0.21,0.49,0.48,1.74,3.18,2.83,1.44,2.94,Amsterdam_Huisje_Tuinpark_Osdor
695,0.96,1.8,0.56,2.25,2.02,2.4,3.18,2.69,1.25,2.42,Amsterdam_Heining_2
696,0.7,1.32,0.27,0.47,1.78,2.18,3.18,2.95,1.79,2.78,Amsterdam_Surfschool_ijbur
697,1.66,2.16,1.26,0.41,0.62,2.26,3.18,2.9,1.5,3.26,Amsterdam_Uitzichtpunt_picknicktafel_lange_brette
698,1.34,0.8,0.22,0.69,0.4,2.24,3.18,2.72,1.28,2.5,Amsterdam_Jachthaven_Osdor
699,0.83,1.04,0.35,0.4,0.26,0.96,3.17,2.77,1.54,3.24,Amsterdam_Strand_Ijbur
700,0.74,1.96,1.25,0.4,0.58,1.26,3.18,2.7,1.09,3.2,Amsterdam_Zanzibar_Bar_Priv
701,0.45,1.96,0.94,0.61,0.58,1.58,3.18,2.98,1.15,2.5,Amsterdam_Biljartcentrum_Osdor
702,0.7,1.96,1.66,0.55,1.38,2.6,3.19,2.94,1.41,2.72,Amsterdam_IJburg_volgens_mij
703,1.09,2.96,1.79,0.79,1.18,2,3.19,2.66,2.59,2.46,Amsterdam_Sport_En_Judocentrum_Osdor
704,0.67,1.96,0.29,0.43,1.18,2.02,3.17,2.95,1.41,3.36,Amsterdam_De_100m_Rode_Ban
705,1.54,1.28,0.22,0.24,0.58,1.62,3.17,2.8,1.7,3.38,Amsterdam_Nijlpaard_slui
706,0.64,1.52,0.16,0.42,0.56,0.98,3.18,2.86,1.18,2.94,Amsterdam_S.C._Eendracht8
707,0.8,0.96,0.27,0.55,0.7,1.66,3.18,2.99,1.92,2.7,Amsterdam_Shoeless_Open_Ai
708,0.83,0.76,1.31,0.58,1.42,2.5,3.18,2.81,1.66,2.58,Amsterdam_Shoeless_OpemAi
709,1.31,0.2,0.24,0.72,0.46,1.6,3.18,2.86,1.79,2.46,Amsterdam_De_Osdorperbinnenpolder_Noor
710,0.7,1.44,0.88,0.33,0.8,1.4,3.18,2.85,1.5,3.14,Amsterdam_De_Tuinen_Van_Wes
711,1.34,1.04,1.47,0.66,0.9,2.66,3.19,2.79,1.76,2.48,Amsterdam_Amsterdamse_golf_clu
712,0.54,1.28,0.26,0.61,1.26,2,3.18,2.93,2.43,2.56,Amsterdam_A.S.R.V_Ascru
713,1.28,1.28,0.27,0.4,1.04,1.12,3.17,3.19,1.54,3.38,Amsterdam_POWER_SOUND_STUDI
714,1.02,1.24,0.27,0.41,1.22,2.6,3.18,2.7,1.54,2.8,Amsterdam_IJburg_volgens_mij
715,0.96,1.96,0.75,0.41,0.46,1.4,3.18,2.9,2.18,3.3,Amsterdam_Haven_IJbur
716,1.06,1.64,0.32,0.31,0.38,1.06,3.17,2.9,2.02,3.3,Amsterdam_Biljartcentrum_Osdor
717,0.54,1.08,0.24,0.42,0.54,1.3,3.18,3.07,1.34,2.94,Amsterdam_De_Osdorperbinnenpolder_Noor
718,0.7,2.12,2.42,0.59,0.58,1.82,3.19,2.62,1.12,2.5,Amsterdam_Huisje_Tuinpark_Osdor
719,1.31,0.92,2.37,0.62,0.74,2.32,3.2,2.82,1.57,2.58,Amsterdam_Joris_Ivensplei
720,1.02,0.92,2.59,0.63,0.96,2.34,3.19,2.9,1.73,2.42,Amsterdam_Salon_Osdor
721,0.45,1.36,0.21,0.63,1.34,2.04,3.18,2.93,2.56,2.56,Amsterdam_Haven_IJbur
722,0.99,1.12,0.22,0.4,0.74,1.42,3.16,2.66,1.28,3.52,Amsterdam_Nederlandse_Rugby_BondRugb
723,1.09,0.8,0.93,0.71,1.38,2.7,3.18,2.82,1.41,2.62,Amsterdam_IJburg_volgens_mij
724,1.22,0.56,0.62,0.69,0.72,1.5,3.18,2.73,1.09,2.46,Amsterdam_Shoeless_open_air_Ruigoor
725,0.74,1.2,0.29,0.38,0.42,1.22,3.17,2.91,1.28,3.14,Amsterdam_Speeltuin_Talbotstraa
726,0.8,2.04,1.28,0.54,1.62,2.52,3.18,2.86,1.57,2.46,Amsterdam_Speeltuin_Talbotstraa
727,0.58,0.76,0.75,0.53,1.52,2.14,3.18,2.95,2.11,2.8,Amsterdam_ecozone_Osdor
728,0.99,1.36,1.18,0.67,0.96,2.32,3.19,3.07,1.98,2.96,Amsterdam_Shoeless_open_air_Ruigoor
729,0.86,2.96,0.21,1.98,0.9,1.62,3.18,2.7,1.47,2.46,Amsterdam_Tigeno_Tuincomple
730,1.63,1.16,1.81,0.39,1.62,2.98,3.19,2.79,1.79,2.54,Amsterdam_Biljartcentrum_Osdor
731,1.09,1.44,1.42,0.33,1.18,1.7,3.18,2.91,1.12,3.18,Amsterdam_sdorperpold
732,0.61,1.24,0.26,0.71,0.82,2.3,3.18,2.98,1.41,3.12,Amsterdam_Shoeless_Open_Ai
733,1.06,0.56,0.77,0.59,0.72,1.7,3.18,2.86,1.54,2.5,Amsterdam_Zanzibar_Bar_Priv
734,0.61,1.4,2.16,0.43,1.3,1.58,3.18,2.66,2.02,2.86,Amsterdam_POWER_SOUND_STUDI
735,0.61,1.32,0.21,0.35,0.58,1.16,3.17,2.74,1.98,3.28,Amsterdam_Het_nieuwe_Bijenpar
736,0.7,1.08,0.26,0.65,1.2,1.3,3.18,2.93,1.41,2.64,Amsterdam_Speeltuin_Talbotstraa
737,0.93,1.92,0.37,0.56,0.96,2.38,3.18,2.82,2.05,2.82,Amsterdam_Hondenschool_Martin_Gau
738,0.8,1.12,1.78,0.64,1.2,2.34,3.19,3.04,1.38,2.54,Amsterdam_Tigeno_Tuincomple
739,0.64,1.24,1.18,0.61,0.86,2.82,3.18,2.94,1.89,2.78,Amsterdam_Alexs_Hil
740,1.18,1.36,0.51,0.32,1.12,2.16,3.17,2.67,1.06,3.3,Amsterdam_Lanterfanten_festiva
741,0.9,2.04,1.26,0.64,1.3,2.74,3.18,2.82,1.66,2.5,Amsterdam_our_tuinhuisj
742,0.86,0.72,1.23,0.55,1.2,2.48,3.18,2.87,1.5,2.4,Amsterdam_Shoeless_open_air_Ruigoor
743,0.74,1,0.26,0.41,0.74,1.9,3.18,2.94,1.73,2.74,Amsterdam_The_Roya
744,1.09,1.2,0.29,0.51,1.18,1.9,3.18,2.66,1.44,2.88,Amsterdam_Middle_of_Niet
745,0.83,1.36,1.02,0.39,0.7,1.32,3.18,2.87,1.31,2.46,Amsterdam_Bert_Haanstra_Kad
746,0.82,2.6,0.19,0.9,0.46,1.82,3.18,2.85,1.34,2.5,Amsterdam_Shoeless_open_air_Ruigoor
747,0.9,1.44,0.29,0.47,1.02,1.2,3.17,2.9,3.14,3.18,Amsterdam_Tigeno_Tuincomple
748,0.96,2.84,0.21,1.83,1.18,1.98,3.18,2.74,1.34,2.38,Amsterdam_Huisje_Tuinpark_Osdor
749,0.67,1.12,0.43,0.38,1.02,1.26,3.17,2.66,1.38,3.14,Amsterdam_Martin_Gaus_Hondenschoo
750,0.99,1.04,0.77,0.42,0.96,1.98,3.18,2.86,1.31,2.78,Amsterdam_Loetje_In_De_Ake
751,0.74,1.52,2.29,0.66,1.46,2.58,3.19,2.74,1.41,2.4,Amsterdam_BeeVee_Stran
752,1.02,1.52,0.76,0.38,0.62,1.26,3.17,3.04,1.34,3.14,Amsterdam_Middle_of_Niet
753,1.22,1.36,1.33,0.59,1.18,2.24,3.19,2.77,1.66,2.46,Amsterdam_Speeltuin_Talbotstraa
754,1.12,1.04,1.09,0.39,0.96,1.6,3.18,3.01,1.28,3.06,Amsterdam_S.V._Eendrach
755,1.28,1.68,0.99,0.75,1.1,2.34,3.18,2.78,1.73,2.5,Amsterdam_sdorperpold
756,1.28,1.28,0.96,0.39,1.34,1.7,3.18,3.12,1.86,3.34,Amsterdam_iemerparkla
757,1.33,0.76,0.26,0.45,0.72,1.18,3.18,3.14,1.31,2.66,Amsterdam_Start_KP1/3/5/7_(Abberdaan)_Amsterdam_Shortrall
758,0.7,1.12,0.35,0.46,0.64,1.66,3.18,2.83,1.54,2.8,Amsterdam_Mijn_balkon_met_stoel_uit_Burkina_Fas
759,0.74,1.6,1.58,0.41,0.64,1.18,3.18,2.69,1.34,2.8,Amsterdam_Surfschool_ijbur
760,1.7,0.96,0.13,0.33,0.78,1.14,3.18,2.81,1.02,2.42,Amsterdam_Kooter_hoovenier
761,0.77,1.04,1.31,0.62,1.26,2.42,3.18,2.78,1.6,2.54,Amsterdam_Sem_Presserhof_Speeltui
762,0.99,1.48,0.99,0.59,0.34,2.18,3.18,2.88,1.25,2.34,Amsterdam_Konijnenopvang_Amsterda
763,1.09,1.56,0.83,0.46,1.2,2.18,3.18,2.94,1.5,3.3,Amsterdam_S.V._Eendrach
764,1.02,1.28,1.33,0.49,0.86,1.4,3.18,2.88,1.5,2.98,Amsterdam_Buitenverblijf_De_Booi
765,0.74,1.48,1.26,0.57,1.6,2,3.18,2.54,1.57,2.48,Amsterdam_Salon_Osdor
766,1.02,1.32,1.58,0.37,0.58,1.2,3.18,2.75,1.38,3.22,Amsterdam_Kermis_IJbur
767,0.7,1.68,0.37,0.61,0.72,1.52,3.18,2.66,1.38,2.66,Amsterdam_Rondje_IJbur
768,1.02,0.96,0.99,0.55,0.82,3.04,3.18,2.87,1.98,2.5,Amsterdam_Magic_Circus_op_IJbur
769,1.02,0.96,0.21,0.69,1.14,2.72,3.18,3.19,1.63,2.46,Amsterdam_Tuin_Van_Vriende
770,1.34,0.56,1.71,0.53,0.48,1.26,3.18,2.86,1.06,2.86,Amsterdam_A.S.R.V_Ascru
771,0.74,1.6,1.2,0.46,1.34,2.02,3.18,2.77,0.86,3.04,Amsterdam_Pius_Floris_Boomverzorgin
772,0.64,1.4,0.98,0.29,0.26,0.54,3.18,2.48,1.66,2.9,Amsterdam_Speeltuin_Dageurrestraa
773,0.8,0.96,1.18,0.5,0.56,1.5,3.18,3.01,1.86,2.8,Amsterdam_Uitzichtpunt_picknicktafel_lange_brette
774,0.99,1.2,0.14,0.51,0.42,1.46,3.18,2.62,1.25,2.7,Amsterdam_Sluis_Jachthaven_IJbur
775,0.42,1.52,0.29,0.53,0.38,1.52,3.18,2.95,2.88,3.12,Amsterdam_Tussn_de_Koei
776,1.41,0.72,1.23,1.1,0.74,2.8,3.19,3.17,2.3,2.46,Amsterdam_iemerstrand
777,0.67,1.6,0.27,0.35,1.28,1.78,3.18,3.04,1.57,3.06,Amsterdam_Kermis_IJbur
778,0.74,1.68,1.18,0.5,1.5,2.52,3.18,2.86,1.54,2.48,Amsterdam_Huis_van_jody_en_kare
779,1.25,0.96,0.16,0.55,0.22,1.58,3.18,2.66,0.99,2.7,Amsterdam_Theo_van_Goghpar
780,0.74,1.36,0.21,0.29,0.62,1.48,3.17,2.98,1.18,3.38,Amsterdam_Huis_van_jody_en_kare
781,0.86,1.2,2.08,0.54,1.84,2.14,3.19,2.81,1.6,2.56,Amsterdam_Nysas_uitlaatple
782,0.8,1.28,1.95,0.47,1.14,1.7,3.18,2.87,1.7,2.78,Amsterdam_Ruigoord_Ker
783,0.74,1.28,0.21,0.55,1.58,1.5,3.18,2.75,1.76,2.94,Amsterdam_Tigeno_Tuincomple
784,1.01,1.08,0.25,0.3,0.4,0.94,3.17,2.99,1.28,3.18,Amsterdam_Marcs_Plac
785,0.9,1.16,0.43,0.43,0.7,1.42,3.17,2.95,1.31,3.1,Amsterdam_De_Tuinen_Van_Wes
786,0.8,0.84,2.49,0.45,0.74,2.12,3.19,3.1,2.05,2.56,Amsterdam_Amsterdam_Dance_Centre_IJbur
787,0.77,1.32,1.97,0.53,0.82,1.94,3.19,2.98,1.28,2.54,Amsterdam_The_Roya
788,0.51,1.96,0.19,0.63,0.48,2,3.18,2.87,1.5,2.98,Amsterdam_Biljartcentrum_Osdor
789,0.9,1.08,0.75,0.34,1.5,1.86,3.17,2.81,1.34,3.34,Amsterdam_Het_nieuwe_Bijenpar
790,0.74,1.24,1.71,0.43,1.58,2.48,3.19,2.78,1.76,2.54,Amsterdam_Tuinpark_Osdor
791,0.86,1.2,2.22,0.33,0.9,1.74,3.18,2.98,1.6,3.2,Amsterdam_Amsterdam_Panther
792,0.83,1.32,2.86,0.56,1.1,2.6,3.2,2.72,1.41,2.42,Amsterdam_Westgaarde_Begraafplaat
793,1.02,2,1.71,0.54,1.52,2.74,3.19,2.74,1.92,2.5,Amsterdam_Konijnenopvang_Amsterda
794,1.82,1.16,0.35,0.46,0.4,1.02,3.18,2.95,2.37,2.72,Amsterdam_Maria_Austriastraat_in_Ijbur
795,0.8,0.88,0.53,0.55,1.1,2.14,3.18,2.81,1.6,2.8,Amsterdam_iemerstrand
796,2.14,1.92,2.02,0.59,1.52,2.96,3.19,2.82,1.66,2.48,Amsterdam_Sem_Presserhof_Speeltui
797,0.51,1.48,0.24,0.42,0.72,1.46,3.18,3.01,1.6,2.62,Amsterdam_Westgaarde_Begraafplaat
798,0.83,1.28,0.21,0.55,0.62,1.02,3.17,2.63,1.47,3.2,Amsterdam_HCA_IJbur
799,0.9,1.36,2.21,0.47,0.86,2.14,3.19,2.78,1.28,2.64,Amsterdam_Westgaarde_Begraafplaat
800,0.67,1.44,2.9,0.53,0.86,1.78,3.2,2.9,1.54,2.34,Amsterdam_De_Grote_Braa
801,1.22,1.12,0.45,0.49,0.46,0.9,3.17,2.86,1.5,3.52,Amsterdam_Salon_Osdor
802,1.09,1.04,1.65,0.47,1.36,2.22,3.18,2.74,1.12,3.1,Amsterdam_eukenple
803,1.17,0.32,2.16,0.47,0.98,1.9,3.19,3.07,1.25,2.64,Amsterdam_sdorperpold
804,1.31,0.04,0.98,0.55,0.54,0.94,3.18,2.83,1.34,2.66,Amsterdam_Sluis_Jachthaven_IJbur
805,0.64,1.64,1.46,0.5,1.34,2.22,3.18,2.79,1.86,2.62,Amsterdam_De_100m_Rode_Ban
806,0.8,1.96,2.69,0.55,1.34,3.04,3.2,2.7,1.66,2.46,Amsterdam_Marcs_Plac
807,0.67,1.12,0.24,0.58,1.22,1.9,3.18,2.87,1.34,2.7,Amsterdam_Start_Amsterdam_Shortrall
808,0.8,1.04,2,0.56,1.4,1.6,3.19,2.74,1.44,2.5,Amsterdam_Shoeless_Open_Ai
809,0.96,2,1.94,0.51,1.02,1.7,3.19,2.7,1.7,2.38,Amsterdam_Amsterdam_Dance_Centre_IJbur
810,1.15,2.08,1.62,0.57,0.78,1.86,3.19,2.73,1.28,2.5,Amsterdam_Loetje_In_De_Ake
811,0.83,0.96,0.21,0.61,1.76,2,3.18,2.86,1.98,2.78,Amsterdam_Bierbrouwerij_De_7_Deugde
812,0.99,1.2,1.6,0.53,1.3,2.82,3.18,3.33,1.76,3.18,Amsterdam_The_Real_PlayStatio
813,0.96,3.64,1.31,0.39,1.34,2.66,3.18,3.02,1.57,3.12,Amsterdam_Joosbanckerweg_18
814,1.25,0.96,0.77,0.42,1.2,1.84,3.18,2.87,1.38,2.98,Amsterdam_olygoongrac
815,0.58,1.56,2.44,0.54,1.2,2.1,3.2,2.97,2.46,2.42,Amsterdam_De_Boterbloe
816,0.93,1.2,1.46,0.58,0.66,2.22,3.18,2.88,1.79,3.02,Amsterdam_S.C._Eendracht8
817,0.9,0.96,2.85,0.54,1.12,1.48,3.2,2.75,1.44,2.38,Amsterdam_Amsterdam_Panther
818,0.58,1.32,1.28,0.58,0.42,1.74,3.19,2.91,1.41,2.32,Amsterdam_Strand_Ijbur
819,0.7,1,2.74,0.57,1.18,1.84,3.2,2.94,1.18,2.34,Amsterdam_De_Tuinen_Van_Wes
820,0.51,1.08,2.48,0.57,0.66,1.8,3.19,2.58,1.38,2.32,Amsterdam_Huis_van_jody_en_kare
821,0.58,1.52,1.3,0.56,1.18,2.34,3.18,2.94,1.73,2.62,Amsterdam_Jachthaven_ijbur
822,0.83,1.36,1.02,0.57,0.96,2.18,3.18,2.83,2.24,3.06,Amsterdam_Tuinpark_Osdor
823,0.64,1.56,0.16,0.47,0.98,2.06,3.17,2.74,1.38,3.18,Amsterdam_Surfschool_ijbur
824,1.47,0.96,1.84,0.58,1.5,2.28,3.18,2.74,1.79,2.62,Amsterdam_Martin_Gaus_Hondenschoo
825,0.7,0.96,0.78,1.05,0.8,1.64,3.18,2.7,1.47,2.3,Amsterdam_Ruigoord_Ker
826,0.67,1.36,1.28,0.65,0.5,1.34,3.18,2.66,1.89,2.5,Amsterdam_Zanzibar_Bar_Priv
827,0.48,1.36,1.82,0.57,0.66,1.28,3.19,2.86,1.57,2.66,Amsterdam_Joris_Ivensplei
828,1.18,1.24,0.75,0.43,0.08,1.7,3.18,2.58,2.3,3.22,Amsterdam_merikahav
829,0.48,1.12,2.35,0.58,0.78,1.98,3.19,2.63,1.25,2.4,Amsterdam_iemerparkla
830,0.93,1.76,0.58,2.29,2,2.42,3.18,2.69,1.31,2.42,Amsterdam_Brug_jachthaven_IJbur
831,0.74,1,1.27,0.48,0.42,1.44,3.18,3.06,1.95,2.74,Amsterdam_Buitenverblijf_De_Booi
832,0.67,1.68,0.19,0.51,0.64,1.68,3.18,2.74,2.78,2.9,Amsterdam_Speeltuin_Seifertplei
833,0.86,1.12,0.13,0.27,0.78,1.7,3.17,2.67,1.12,3.3,Amsterdam_Biljartcentrum_Osdor
834,1.01,1.52,0.42,0.38,0.26,0.92,3.17,2.78,1.89,2.88,Amsterdam_De_Boterbloe
835,0.7,0.88,2.66,0.5,1.04,1.46,3.19,2.88,1.54,2.4,Amsterdam_our_tuinhuisj
836,1.02,1.44,2.38,0.47,1.26,2.54,3.19,2.74,0.99,2.66,Amsterdam_Ruigoord_Ker
837,1.09,1.2,1.5,0.65,0.9,2.38,3.18,2.8,1.41,2.78,Amsterdam_Jachthaven_De_hooglande
838,1.02,1.56,0.53,1.3,0.64,1.86,3.18,2.74,1.44,2.46,Amsterdam_Nijlpaard_slui
839,0.67,1.12,0.22,0.53,0.7,0.88,3.18,3.05,1.54,2.96,Amsterdam_De_Kwekeri
840,0.64,1.2,0.75,0.47,1.06,1.98,3.18,2.81,1.12,2.72,Amsterdam_Theo_van_Goghpar
841,0.7,1.96,0.96,0.33,0.82,1.7,3.18,3.03,1.15,3.02,Amsterdam_Galatasaray_Football
842,0.83,1.12,1.5,0.32,0.34,1.62,3.18,2.82,1.09,3.22,Amsterdam_De_Osdorperbinnenpolder_Noor
843,1.06,1.28,1.78,0.41,0.66,1.58,3.18,2.8,1.09,2.8,Amsterdam_Voetbalclub_Nieuw-Wes
844,0.64,1.24,0.16,0.35,0.58,0.98,3.17,2.88,1.66,3.02,Amsterdam_Young_Turk
845,0.64,1.2,0.24,0.35,0.56,0.76,3.17,3.06,1.76,2.94,Amsterdam_Brug_jachthaven_IJbur
846,0.96,1.44,1.6,0.48,0.88,2.26,3.19,2.87,1.63,2.48,Amsterdam_Zanzibar_Bar_Priv
847,0.83,1.24,0.26,0.37,0.96,1.46,3.17,2.64,1.38,3.18,Amsterdam_Salon_Osdor
848,0.9,1.36,0.74,0.62,0.58,1.74,3.18,2.85,1.47,3.2,Amsterdam_Mijn_balkon_met
849,0.77,1.52,2.04,0.39,0.22,0.98,3.18,2.75,1.82,3.44,Amsterdam_De_Grote_Braa
850,0.61,1.52,0.82,0.22,0.58,1.1,3.17,2.71,1.15,3.34,Amsterdam_Bok_De_Korver_Rugby_Stadio
851,0.58,1.04,0.22,0.47,1.06,1.88,3.18,2.97,2.3,2.54,Amsterdam_Surfschool_ijbur
852,0.96,1.96,1.5,0.53,1.26,2.5,3.19,2.79,1.54,2.66,Amsterdam_merikahav
853,0.99,1.88,0.48,0.61,1.22,1.92,3.18,2.93,2.43,2.66,Amsterdam_De_Kwekeri
854,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66,Amsterdam_Tigeno_Tuincomple
855,1.09,1.96,1.28,0.53,1.46,2.98,3.18,2.74,1.66,2.86,Amsterdam_Huis_van_jody_en_kare
856,1.54,1.44,0.56,0.34,0.82,1.8,3.17,2.79,1.22,3.26,Amsterdam_POWER_SOUND_STUDI
857,1.18,0.92,1.52,0.65,1.44,2.22,3.18,2.87,1.34,2.66,Amsterdam_Strand_Ijbur
858,0.58,1.64,2.27,0.45,1.26,1.72,3.19,2.91,2.3,2.74,Amsterdam_Speeltuin_Talbotstraa
859,0.58,1.44,0.38,0.56,1.02,1.64,3.18,3.2,1.47,2.74,Amsterdam_Maria_Austriastraat_in_Ijbur
860,1.09,1.24,2.62,0.58,0.54,1.94,3.19,2.72,1.73,2.42,Amsterdam_iemerstrand
861,1.09,1.12,1.94,0.56,0.82,1.98,3.19,2.86,1.57,2.74,Amsterdam_Middle_of_Niet
862,0.64,1.56,0.42,0.5,0.8,2.4,3.18,3.07,1.41,2.88,Amsterdam_Strand_Ijbur
863,0.7,1.52,2.37,0.62,0.86,1.68,3.2,2.86,1.6,2.58,Amsterdam_Nysas_uitlaatple
864,0.77,1.04,0.27,0.38,1.62,1.78,3.17,2.83,2.59,3.18,Amsterdam_Joris_Ivensplei
865,1.09,1.84,0.75,0.33,0.56,1.26,3.17,2.93,1.98,3.28,Amsterdam_De_Osdorperbinnenpolder_Noor
866,0.51,1,0.21,0.39,0.74,1.64,3.18,2.9,1.76,3.04,Amsterdam_Voetbalclub_Nieuw-Wes
867,0.77,1.16,2.19,0.4,1.42,1.78,3.18,2.82,1.22,2.82,Amsterdam_Speeltuin_Seifertplei
868,0.93,0.64,0.22,0.43,3.26,3.13,3.18,2.8,1.5,2.66,Amsterdam_Jachthaven_Osdor
869,0.45,1.64,0.14,0.42,0.58,1.26,3.18,2.89,1.38,2.9,Amsterdam_A.S.R.V_Ascru
870,1.89,0.28,1.12,0.51,0.96,1.96,3.18,2.97,1.82,2.58,Amsterdam_Alexs_Hil
871,1.02,1.32,0.4,0.59,1.06,2.93,3.18,2.8,1.92,2.66,Amsterdam_Tuinhuisje_Van_Pauline_En_Jeroe
872,0.83,1.12,0.27,0.49,0.64,1.3,3.17,2.79,1.41,3.34,Amsterdam_aveneila
873,1.41,0.96,1.79,0.35,1.1,2.22,3.18,2.78,1.38,3.02,Amsterdam_IJburg_volgens_mij
874,0.48,1.16,0.8,0.66,0.74,1.4,3.18,3.13,1.41,2.72,Amsterdam_Start_Amsterdam_Shortrall
875,0.8,1.28,0.14,0.39,1.06,1.52,3.17,2.94,1.86,2.88,Amsterdam_Amsterdam_Panther
876,0.48,1.32,0.75,0.67,0.82,1.58,3.18,3.05,1.25,2.4,Amsterdam_S.C._Eendracht8
877,0.9,1.96,1.23,0.51,1.28,2.6,3.18,2.7,1.76,2.94,Amsterdam_Spacen_als_planete
878,1.34,1.36,0.38,0.25,0.9,1.3,3.17,2.86,1.22,3.42,Amsterdam_iemerparkla
879,0.99,1.16,0.22,0.42,0.88,1.7,3.17,2.78,1.15,3.26,Amsterdam_Galatasaray_Football_Academy_Amsterda
880,0.86,1.28,1.09,0.54,1.26,2.58,3.18,2.87,1.25,3.04,Amsterdam_Jachthaven_De_hooglande
881,0.67,1.28,0.35,0.42,0.74,1.88,3.18,2.85,1.82,2.66,Amsterdam_Westgaarde_Begraafplaat
882,0.38,1.52,0.14,0.39,0.96,1.14,3.17,2.49,1.76,3.2,Amsterdam_S.V._Eendrach
883,0.96,2.96,0.74,0.47,0.96,2.12,3.18,2.86,1.44,2.64,Amsterdam_Marcs_Plac
884,0.58,1.2,2.05,0.71,0.5,2.28,3.19,2.66,1.66,2.4,Amsterdam_Nederlandse_Rugby_BondRugb
885,1.18,1.48,0.78,0.47,1.06,2.89,3.18,2.75,1.6,2.62,Amsterdam_Ruigoord_Ker
886,0.9,1.4,2.45,0.64,0.82,1.56,3.2,2.9,1.6,2.56,Amsterdam_Uitzichtpunt_picknicktafel_lange_brette
887,0.7,1.28,0.38,0.51,0.78,1.34,3.18,2.74,1.92,3.02,Amsterdam_merikahav
888,0.58,1.68,0.82,0.41,0.18,1.02,3.18,2.81,1.66,3.12,Amsterdam_Rondje_IJbur
889,1.5,2.6,1.33,0.95,0.72,2.42,3.19,2.66,1.12,2.46,52.40981961969_.74939535170
890,0.83,1.6,0.18,0.48,0.24,0.8,3.18,2.57,1.6,2.82,Amsterdam_utkemeerpold
891,0.7,1.4,0.88,0.62,0.98,2.44,3.18,2.74,1.6,2.74,Amsterdam_Speeltuin_Talbotstraa
892,1.02,1.68,0.21,0.53,0.38,2.48,3.18,2.74,1.54,2.56,Amsterdam_oorsterb
893,0.77,1.64,2.85,0.53,1.04,1.94,3.2,2.95,1.25,2.32,Amsterdam_De_Tuinen_Van_Wes
894,0.48,1.96,0.18,0.55,0.56,1.3,3.18,2.83,1.54,2.46,Amsterdam_Brug_jachthaven_IJbur
895,0.51,1.76,0.22,0.49,0.66,1.46,3.18,2.77,2.4,2.74,Amsterdam_Galatasaray_Football_Academy_Amsterda
896,0.8,0.96,0.29,0.61,0.16,1.62,3.18,2.87,2.24,3.04,Amsterdam_Nederlandse_Rugby_BondRugb
897,1.09,0.72,1.02,0.94,1.26,3.2,3.19,3.04,1.54,2.46,Amsterdam_oorsterb
898,1.02,1.04,0.74,0.35,0.7,1.6,3.18,3.02,2.34,3.34,Amsterdam_United_Stevedores_Amsterda
899,0.8,1.08,0.75,0.35,0.82,1.22,3.18,2.67,1.06,3.2,Amsterdam_Amsterdam_Dance_Centre_IJbur
900,0.54,1.36,1.02,0.48,0.42,1.48,3.18,2.66,1.28,2.88,Amsterdam_Tuinhuisje_Van_Pauline_En_Jeroe
901,1.12,1.28,1.44,0.37,0.78,1.5,3.18,2.78,2.08,3.44,Amsterdam_Nijlpaard_slui
902,0.67,1.4,2.32,0.55,0.94,2.38,3.19,2.71,1.5,2.38,Amsterdam_Huis_van_jody_en_kare
903,1.22,0.72,1.18,1.09,0.74,2.6,3.19,3.14,2.27,2.46,Amsterdam_Joosbanckerweg_18
904,0.67,2.88,0.26,1.91,1.74,1.6,3.18,2.64,1.63,2.46,Amsterdam_Huis_van_jody_en_kare
905,0.7,1.04,1.47,0.31,0.98,1.62,3.18,2.72,1.09,3.34,Amsterdam_HCA_IJbur
